,name,genre,episodes,rating,members,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
10159,Seishun Fuufu Monogatari: Koiko no Mainichi,"Comedy, Drama, Ecchi, Romance, Seinen",2,6.22,162,0,0,0,1,0,0
10160,Seishun Midnight Runners: Shiosai,Music,1,4.63,82,0,1,0,0,0,0
10161,Seito Shokun! Kokoro ni Midori no Neckerchief wo,"Comedy, School, Shoujo",1,6.41,116,0,0,0,0,1,0
10162,Sekai Douwa Anime Zenshuu,"Adventure, Fantasy, Kids",10,5.66,161,0,0,0,1,0,0
10163,Sekai Meisaku Douwa,Fantasy,20,6.49,207,0,0,0,1,0,0
10164,Sekai Meisaku Douwa Series,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",4,6.71,103,0,0,0,0,0,1
10165,Sekai Monoshiri Ryoko,Comedy,1006,5.92,153,0,0,0,0,0,1
10166,Sekai no Fushigi Tanken Series,"Adventure, Fantasy, Historical",10,6.2,50,0,0,0,0,0,1
10167,Sekai no Hikari: Shinran Shounin,Historical,6,5.75,53,0,0,0,1,0,0
10168,Sekai no Ouja: King Kong Taikai,"Adventure, Sci-Fi",1,6.0,57,0,0,0,0,1,0
10169,Senbon Matsubara,"Drama, Historical",1,6.31,89,1,0,0,0,0,0
10170,Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman,"Action, Adventure, Mecha",3,4.93,113,0,0,0,1,0,0
10171,Sengoku Majin Goushougun (Movie),"Mecha, Parody, Sci-Fi",1,6.48,198,1,0,0,0,0,0
10172,Senjutsu Choukoukaku Orion,"Action, Adventure, Comedy, Fantasy, Sci-Fi",1,5.47,244,0,0,0,0,1,0
10173,Sennen no Yakusoku,"Kids, Slice of Life",1,4.75,65,0,0,0,1,0,0
10174,Sennin Buraku,"Comedy, Ecchi",23,5.76,213,0,0,0,0,0,1
10175,Sense Honma ni Honma,"Kids, Music, School",1,4.18,67,0,1,0,0,0,0
10176,Sensou ga Owatta Natsu ni 1945 Karafuto,"Drama, Historical",1,7.5,56,1,0,0,0,0,0
10177,Sensuikan Cassiopeia,Dementia,1,3.35,85,1,0,0,0,0,0
10178,Sensuikan ni Koi wo Shita Kujira no Hanashi,Kids,1,5.25,86,1,0,0,0,0,0
10179,Sequence,"Romance, Sci-Fi, Shoujo",1,5.64,152,0,0,0,1,0,0
10180,Setsuzoku Muyou,Comedy,26,4.5,93,0,0,0,0,0,1
10181,Shaka no Shougai,Historical,1,9.0,31,1,0,0,0,0,0
10182,Shakotan★Boogie,"Action, Cars, Comedy, School, Seinen",4,7.6,169,0,0,0,1,0,0
10183,Shan T Lao Fu Zi,"Action, Comedy, Seinen",1,6.52,77,1,0,0,0,0,0
10184,Shangri-La (Music),Music,1,3.54,55,0,1,0,0,0,0
10185,Shaolin Wuzang,"Action, Demons, Historical, Martial Arts, Samurai, Supernatural",26,7.19,151,0,0,0,0,0,1
10186,Shashinki,Dementia,1,3.26,86,1,0,0,0,0,0
10187,Shashinki 87,Dementia,1,3.41,85,1,0,0,0,0,0
10188,Sheep in the Island,Comedy,2,5.09,67,0,0,0,0,1,0
10189,SheepWolf,"Comedy, Kids",1,4.54,65,0,0,1,0,0,0
10190,Shen Ming Zhi Zhou,"Adventure, Fantasy",12,7.0,52,0,0,1,0,0,0
10191,Shenmi Shijie Lixian Ji,"Adventure, Comedy, Fantasy",1,9.0,37,1,0,0,0,0,0
10192,Shenmi Shijie Lixian Ji 2,"Adventure, Comedy, Fantasy",1,6.75,36,1,0,0,0,0,0
10193,Shi Wan Ge Leng Xiaohua,"Comedy, Parody",12,6.67,114,0,0,1,0,0,0
10194,Shi Wan Ge Leng Xiaohua,"Action, Adventure, Comedy, Fantasy, Parody",1,7.07,110,1,0,0,0,0,0
10195,Shi Wan Ge Leng Xiaohua 2nd Season,"Comedy, Parody",13,6.33,77,0,0,1,0,0,0
10196,Shi Wan Ge Leng Xiaohua Di 3rd Season,"Comedy, Parody",Unknown,7.08,144,0,0,1,0,0,0
10197,Shiawase Haitatsu Taneko,Comedy,Unknown,6.5,152,0,0,0,0,0,1
10198,Shiawase no Katachi,Comedy,4,6.69,85,0,0,0,1,0,0
10199,Shiawase no Ouji,Kids,1,6.57,65,1,0,0,0,0,0
10200,Shiawase no Tokei,Music,1,4.35,73,0,1,0,0,0,0
10201,Shibai Taroka,"Action, Comedy, Romance, School, Shounen",2,6.0,161,0,0,0,1,0,0
10202,Shibawanko no Wa no Kokoro,Kids,80,6.27,369,0,0,0,0,0,1
10203,Shibuzome Ikki: Ashita ni Kakeru Niji,"Historical, Kids",1,5.67,35,0,0,0,1,0,0
10204,Shiden Pilot,"Action, Cars",1,4.69,66,0,0,0,0,1,0
10205,Shiguang Guiyu,"Drama, Supernatural",10,7.0,188,0,0,1,0,0,0
10206,Shika to Kanta,"Adventure, Kids",1,7.0,47,0,0,0,1,0,0
10207,Shima Kousaku no Asia Risshi-den,"Drama, Seinen",26,6.0,92,0,0,0,0,0,1
10208,Shima Kousaku no Asia Risshi-den Specials,"Drama, Seinen",4,5.67,24,0,0,0,0,1,0
10209,Shima Kousaku no Asia Shinseki-den,"Cars, Drama, Seinen",Unknown,7.0,165,0,0,0,0,0,1
10210,Shimajirou Hesoka,"Adventure, Comedy, Fantasy, Kids, Magic",101,6.6,87,0,0,0,0,0,1
10211,Shimajirou no Wow!,"Adventure, Comedy, Fantasy, Kids, Magic",Unknown,6.5,105,0,0,0,0,0,1
10212,Shimajirou to Ehon no Kuni,"Action, Comedy, Fantasy, Kids",1,8.0,58,1,0,0,0,0,0
10213,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,"Adventure, Comedy, Fantasy, Kids, Magic",1,6.17,87,1,0,0,0,0,0
10214,Shimajirou to Kujira no Uta,"Adventure, Comedy, Fantasy, Kids",1,4.75,90,1,0,0,0,0,0
10215,Shimajirou to Ookinaki,"Adventure, Kids",1,4.75,78,1,0,0,0,0,0
10216,Shin Bikkuriman,"Comedy, Fantasy",72,5.29,110,0,0,0,0,0,1
10217,Shin Choubakumatsu Shounen Seiki Takamaru,"Action, Comedy, Fantasy",6,5.0,69,0,0,0,1,0,0
10218,Shin Dokonjou Gaeru,"Comedy, Slice of Life",30,7.18,75,0,0,0,0,0,1
10219,Shin Dokonjou Gaeru: Dokonjou Yumemakura,"Comedy, Slice of Life",1,5.9,66,1,0,0,0,0,0
10220,Shin Don Chuck Monogatari,"Adventure, Kids, Slice of Life",73,6.48,103,0,0,0,0,0,1
10221,Shin Dousei Jidai: Hawaiian Breeze,"Drama, Romance",1,6.5,79,0,0,0,1,0,0
10222,Shin Kabukichou Story Hana no Asukagumi!,"Adventure, Drama, Shoujo",1,6.0,122,0,0,0,1,0,0
10223,Shin Kachikachi Yama,Fantasy,1,7.5,37,1,0,0,0,0,0
10224,Shin Karate Jigoku-hen,"Action, Martial Arts",2,5.87,137,0,0,0,1,0,0
10225,Shin Kyojin no Hoshi,Sports,52,6.77,165,0,0,0,0,0,1
10226,Shin Kyojin no Hoshi II,Sports,23,6.91,145,0,0,0,0,0,1
10227,Shin Obake no Q-tarou,"Comedy, School, Slice of Life, Supernatural",70,5.78,124,0,0,0,0,0,1
10228,Shin Otokogi,Seinen,2,7.08,85,0,0,0,1,0,0
10229,Shin Pro Golfer Saru,"Kids, Sports",10,7.0,69,0,0,0,0,0,1
10230,Shin Saru Kani Gassen,Drama,1,4.39,86,1,0,0,0,0,0
10231,Shin Saru Kani Gassen (1939),Kids,1,5.13,68,1,0,0,0,0,0
10232,Shin Seikimatsu: Yatsuto no Souguu,"Comedy, Sci-Fi",5,4.9,73,0,0,1,0,0,0
10233,Shin Shounan Bakusouzoku Arakure Knight,Adventure,2,6.06,122,0,0,0,1,0,0
10234,Shin Skyers 5,"Action, Sci-Fi",26,6.25,68,0,0,0,0,0,1
10235,Shin Takarajima,"Adventure, Kids",1,5.65,106,0,0,0,0,1,0
10236,Shin-chan ga Naita!,"Drama, Kids",1,6.83,55,0,0,0,1,0,0
10237,Shin-chan no Sanrinsha,"Historical, Kids",1,6.67,67,0,0,0,1,0,0
10238,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Kids,1,4.61,104,0,0,1,0,0,0
10239,Shinkai Densetsu Meremanoid,"Adventure, Fantasy",24,6.0,163,0,0,0,0,0,1
10240,Shinken Densetsu: Tight Road,"Action, Martial Arts",13,5.67,103,0,0,0,0,0,1
10241,Shinken Seminar Koukou Kouza,"School, Shounen",1,6.06,149,0,0,1,0,0,0
10242,Shinshuu Sudama-hen,"Action, Historical, Martial Arts, Samurai, Seinen",4,6.41,252,0,0,0,1,0,0
10243,Shinya Doubutsuen,Hentai,1,6.29,32,1,0,0,0,0,0
10244,Shiodome Cable TV,Comedy,22,5.35,114,0,0,0,0,0,1
10245,Shiokari Touge,"Drama, Kids",1,6.0,45,0,0,0,1,0,0
10246,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,"Mecha, Sports",5,6.94,137,0,0,0,1,0,0
10247,Shirahata no Shoujo Ryuuko,Drama,1,7.19,120,1,0,0,0,0,0
10248,Shiranpuri,"Drama, School",1,6.18,155,0,0,0,1,0,0
10249,Shiratori Reiko de Gozaimasu!,"Comedy, Romance",1,5.44,158,0,0,0,1,0,0
10250,Shiritori Mambo,"Kids, Music",1,5.33,45,0,1,0,0,0,0
10251,Shiritori Oukoku,Kids,3,4.71,48,0,0,0,0,0,1
10252,Shiritsu Liyon Gakuen,"Comedy, School",Unknown,5.75,57,0,0,1,0,0,0
10253,Shiritsu Tantai: Toki Shouzou Trouble Note - Hard &amp; Loose,"Action, Mystery",1,5.96,152,0,0,0,1,0,0
10254,Shiro Hon,"Adventure, Kids",6,6.5,44,0,0,0,0,0,1
10255,Shiroi Kiba White Fang Monogatari,"Adventure, Drama, Historical",1,6.63,185,0,0,0,0,1,0
10256,Shiroi Zou,"Action, Historical, Kids",1,4.71,45,1,0,0,0,0,0
10257,Shiroi Zou (1981),"Action, Historical",1,4.71,73,1,0,0,0,0,0
10258,Shiroishi no Yousei Pichi,"Fantasy, Historical, Kids",3,4.53,104,0,0,1,0,0,0
10259,Shisei Sasshin,Slice of Life,1,8.67,51,1,0,0,0,0,0
10260,Shisukon Ouji,Adventure,14,7.0,65,0,0,0,0,0,1
10261,Shitakiri Suzume,Drama,1,5.93,90,1,0,0,0,0,0
10262,Shitamachi Alien PapiPipiPupi,Sci-Fi,13,7.0,43,0,0,1,0,0,0
10263,Shizukanaru Don: Yakuza Side Story,"Action, Comedy, Drama, Seinen",1,5.67,130,0,0,0,1,0,0
10264,Shoko Nakagawa Prism Tour Special,Music,1,5.55,149,0,0,0,0,1,0
10265,Shooting Hero,"Kids, Music, Sports",1,4.92,46,0,1,0,0,0,0
10266,Shou-chan Sora wo Tobu,"Horror, Sci-Fi",1,5.5,55,1,0,0,0,0,0
10267,Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!,Kids,1,4.91,92,0,0,0,1,0,0
10268,Shougeki Shinsengumi,"Comedy, Historical",1,6.26,84,0,0,0,1,0,0
10269,Shoujo Fight: Norainu-tachi no Odekake,"Comedy, School, Seinen, Sports",1,5.14,358,0,0,0,1,0,0
10270,Shoukoushi Cedie Specials,"Drama, Shoujo, Slice of Life",2,7.2,82,0,0,0,0,1,0
10271,Shounen Ashibe,Comedy,6,6.0,52,0,0,0,1,0,0
10272,Shounen Ashibe (TV),"Comedy, Slice of Life",37,6.0,188,0,0,0,0,0,1
10273,Shounen Ashibe 2,"Comedy, Slice of Life",25,5.63,125,0,0,0,0,0,1
10274,Shounen Ashibe 2: Ashibe no Kanashii Yume,"Comedy, Slice of Life",1,5.0,38,0,0,0,1,0,0
10275,Shounen Ashibe Anzen Kyouiku Anime,Kids,2,5.6,43,0,0,0,1,0,0
10276,Shounen H ga Mita Sensou,"Historical, Kids",1,5.6,49,0,0,0,1,0,0
10277,Shounen Muku Hatojuu Monogatari,"Drama, Kids",1,6.0,37,0,0,0,1,0,0
10278,Shounen Ninja Kaze no Fujimaru,"Action, Adventure, Samurai, Shounen",65,5.29,189,0,0,0,0,0,1
10279,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,"Action, Adventure, Samurai, Shounen",1,5.8,90,1,0,0,0,0,0
10280,Shounen Santa no Daibouken!,"Adventure, Fantasy, Shounen",24,6.12,114,0,0,0,0,0,1
10281,Shounen to Sakura,"Drama, Historical, Kids",1,6.83,49,0,0,0,1,0,0
10282,Shounen Tokugawa Ieyasu,"Drama, Historical, Shounen",20,7.0,94,0,0,0,0,0,1
10283,Shouri Toushu,Sports,1,7.17,80,1,0,0,0,0,0
10284,Shouta no Sushi: Kokoro ni Hibiku Shari no Aji,Shounen,1,7.33,64,0,0,0,0,1,0
10285,Shouwa Ahozoushi Akanuke Ichiban!,"Comedy, Shoujo",22,7.28,246,0,0,0,0,0,1
10286,Show By Rock!! x Joysound,"Comedy, Music",Unknown,6.32,704,0,0,1,0,0,0
10287,Shuang Yue Zhi Chengi,"Military, Sci-Fi",12,5.75,81,0,0,1,0,0,0
10288,Shura ga Yuku,"Drama, Seinen",1,5.4,75,0,0,0,1,0,0
10289,Shutter Chance,"Drama, Kids",1,4.75,42,0,0,0,1,0,0
10290,Shuugou no Kangae,"Dementia, Kids",1,3.21,55,1,0,0,0,0,0
10291,Shuukan Shimakou,Comedy,11,5.32,251,0,0,0,0,0,1
10292,Shuukan Shimakou Special,Comedy,1,5.09,97,0,0,1,0,0,0
10293,"Shuukan Shimakou: Sono Toki, Shimakou ga Ugoita!",Comedy,11,5.52,130,0,0,0,0,0,1
10294,Shuukan Storyland,"Comedy, Drama, Seinen, Slice of Life",56,6.27,143,0,0,0,0,0,1
10295,Silk Road Shounen Yuuto,"Adventure, Fantasy, Historical",26,5.92,235,0,0,0,0,0,1
10296,Silk Road Shounen Yuuto: Toki wo Kakeru Shounen Yuuto no Hyouryuu Nikki,"Adventure, Fantasy, Historical",1,5.75,47,0,0,0,0,1,0
10297,Sinbad,Adventure,1,5.09,452,1,0,0,0,0,0
10298,Sinbad: Mahou no Lamp to Ugoku Shima,Adventure,1,6.17,622,1,0,0,0,0,0
10299,Sinbad: Soratobu Hime to Himitsu no Shima,Adventure,1,6.41,881,1,0,0,0,0,0
10300,Sinbad: Soratobu Hime to Himitsu no Shima Pilot,Adventure,1,5.29,159,0,0,0,0,1,0
10301,Singles,"Romance, Shoujo",1,5.32,161,0,0,0,1,0,0
10302,Skirt,Music,1,4.93,74,0,1,0,0,0,0
10303,Skyers 5,"Action, Sci-Fi",12,6.11,116,0,0,0,0,0,1
10304,Slippy Dandy,"Action, Kids, Mystery",4,5.75,50,0,0,0,0,0,1
10305,Soba no Hana Saita Hi,"Drama, Kids",1,6.2,45,0,0,0,1,0,0
10306,Sobakasu Pucchi,"Adventure, Comedy, Kids",162,7.18,72,0,0,0,0,0,1
10307,Soccer Fever,"Historical, Sports",51,6.47,166,0,0,0,0,0,1
10308,Sockies: Frontier Quest,Comedy,39,5.0,123,0,0,0,0,0,1
10309,Sol,"Dementia, Music",1,3.77,88,0,1,0,0,0,0
10310,Solar I.II.III,"Action, Mecha, Shounen",1,5.3,106,1,0,0,0,0,0
10311,Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,"Drama, Kids",1,7.33,38,0,0,0,1,0,0
10312,Something Great Chizu ni Nai Machi,Slice of Life,1,8.2,70,1,0,0,0,0,0
10313,Son Gokuu no Hi no Youjin,"Drama, Fantasy, Kids",1,8.0,53,0,0,0,1,0,0
10314,Son Gokuu no Koutsuu Rule Shugyou Chuu,"Drama, Fantasy, Kids",1,7.0,39,0,0,0,1,0,0
10315,Son Gokuu Silk Road wo Tobu!!,"Adventure, Fantasy",1,5.33,68,0,0,0,0,1,0
10316,Son Gokuu War and the Stars,"Action, Adventure, Space",1,3.57,88,1,0,0,0,0,0
10317,Sonna Boku ga Suki,"Kids, Music",1,4.06,68,0,1,0,0,0,0
10318,Sonyeon 007 Eunhateukgongdae,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",1,3.42,68,1,0,0,0,0,0
10319,Sonyeon 007 Jihajeguk,"Action, Adventure, Sci-Fi, Shounen",1,4.7,62,1,0,0,0,0,0
10320,Sora e,"Fantasy, Kids, Music",1,5.56,116,0,1,0,0,0,0
10321,Sora Iro Hana Iro,"Drama, Slice of Life",1,6.25,55,1,0,0,0,0,0
10322,Sora no Arawashi,"Action, Drama",1,6.17,51,1,0,0,0,0,0
10323,Soratobu Usagi no Yuukai Boushi: Boku Iya Da yo!,Kids,1,4.73,64,0,0,0,1,0,0
10324,Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,"Comedy, Fantasy, Kids",1,5.82,74,0,0,0,0,1,0
10325,Sore Ike! Anpanman: Anpanman to Christmas no Hoshi,"Comedy, Fantasy, Kids",1,5.64,85,0,0,0,0,1,0
10326,Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,"Comedy, Fantasy, Kids",1,5.06,76,1,0,0,0,0,0
10327,Sore Ike! Anpanman: Anpanman to Kaizoku Lobster,"Adventure, Fantasy, Kids",1,5.5,70,0,0,0,0,1,0
10328,Sore Ike! Anpanman: Anpanman to Okashi na Nakama,"Comedy, Fantasy, Kids",1,4.94,75,1,0,0,0,0,0
10329,Sore Ike! Anpanman: Anpanman to Oyakusoku,"Comedy, Fantasy, Kids",2,5.07,72,0,0,0,1,0,0
10330,Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,"Adventure, Fantasy, Kids",1,6.5,73,1,0,0,0,0,0
10331,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,"Comedy, Fantasy, Kids",1,5.12,80,1,0,0,0,0,0
10332,Sore Ike! Anpanman: Baikinman no Gyakushuu,"Comedy, Fantasy, Kids",1,5.89,124,1,0,0,0,0,0
10333,Sore Ike! Anpanman: Baikinman to 3 Bai Punch,"Comedy, Fantasy, Kids",1,5.35,76,1,0,0,0,0,0
10334,Sore Ike! Anpanman: Baikinman vs. Baikinman!?,"Comedy, Fantasy, Kids",1,5.25,73,1,0,0,0,0,0
10335,Sore Ike! Anpanman: Black Nose to Mahou no Uta,"Comedy, Fantasy, Kids",1,5.74,132,1,0,0,0,0,0
10336,Sore Ike! Anpanman: Bokura wa Hero,"Comedy, Fantasy, Kids",1,5.3,71,1,0,0,0,0,0
10337,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,"Comedy, Kids",1,5.19,87,1,0,0,0,0,0
10338,Sore Ike! Anpanman: Dokin-chan no Dokidoki Calendar,"Comedy, Fantasy, Kids, Sci-Fi",1,5.64,68,1,0,0,0,0,0
10339,Sore Ike! Anpanman: Franken-Robo-kun&#039;s Surprised Christmas,"Comedy, Fantasy, Kids, Super Power",1,5.69,81,0,0,0,0,1,0
10340,Sore Ike! Anpanman: Gomira no Hoshi,"Comedy, Fantasy, Kids",1,5.47,74,1,0,0,0,0,0
10341,Sore Ike! Anpanman: Happy no Daibouken,"Comedy, Kids",1,5.35,82,1,0,0,0,0,0
10342,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,"Comedy, Fantasy, Kids",1,5.55,66,1,0,0,0,0,0
10343,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,"Comedy, Fantasy, Kids",1,5.38,71,1,0,0,0,0,0
10344,Sore Ike! Anpanman: Horrorman to Hora Horako,"Comedy, Fantasy, Kids",1,5.71,72,1,0,0,0,0,0
10345,Sore Ike! Anpanman: Inochi no Hoshi no Dolly,"Fantasy, Kids, Magic",1,5.55,85,1,0,0,0,0,0
10346,Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime,"Comedy, Fantasy, Kids",1,5.47,106,1,0,0,0,0,0
10347,Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,"Adventure, Fantasy, Kids",1,6.18,83,1,0,0,0,0,0
10348,Sore Ike! Anpanman: Keito no Shiro no Christmas,"Comedy, Fantasy, Kids",1,5.44,67,0,0,0,0,1,0
10349,Sore Ike! Anpanman: Kieta Jam Ojisan,"Adventure, Fantasy, Kids",1,5.8,69,0,0,0,0,1,0
10350,Sore Ike! Anpanman: Kirakira Boshi no Namida,"Adventure, Comedy, Kids, Super Power",1,6.07,121,1,0,0,0,0,0
10351,Sore Ike! Anpanman: Kokin-chan to Aoi Namida,"Comedy, Fantasy, Kids",1,5.33,70,1,0,0,0,0,0
10352,Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,"Comedy, Fantasy, Kids",1,5.33,66,0,0,0,0,1,0
10353,Sore Ike! Anpanman: Kuruyuki-hime to Mote Mote Baikinman,"Comedy, Fantasy, Kids",1,5.68,80,1,0,0,0,0,0
10354,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,"Comedy, Fantasy, Kids",1,5.61,113,1,0,0,0,0,0
10355,Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou,"Comedy, Fantasy, Kids",1,4.94,89,1,0,0,0,0,0
10356,Sore Ike! Anpanman: Mija to Mahou no Lamp,"Comedy, Fantasy, Kids",1,6.75,85,1,0,0,0,0,0
10357,Sore Ike! Anpanman: Minami no Umi wo Sukue!,"Comedy, Fantasy, Kids",1,5.5,88,0,0,0,0,1,0
10358,Sore Ike! Anpanman: Minna Atsumare! Anpanman World,"Comedy, Fantasy, Kids",1,5.35,88,1,0,0,0,0,0
10359,Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,"Comedy, Fantasy, Kids",1,6.0,93,1,0,0,0,0,0
10360,Sore Ike! Anpanman: Niji no Pyramid,"Comedy, Kids",1,5.58,126,1,0,0,0,0,0
10361,Sore Ike! Anpanman: Ningyohime no Namida,"Comedy, Kids",1,5.88,120,1,0,0,0,0,0
10362,Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,"Comedy, Fantasy, Kids",1,7.25,72,1,0,0,0,0,0
10363,Sore Ike! Anpanman: Omusubiman,Kids,1,5.33,83,1,0,0,0,0,0
10364,Sore Ike! Anpanman: Otanjoubi Series,"Comedy, Fantasy, Kids",12,5.64,66,0,0,0,1,0,0
10365,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,"Comedy, Fantasy, Kids",2,5.74,76,0,0,0,1,0,0
10366,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,"Comedy, Fantasy, Kids",1,4.83,74,1,0,0,0,0,0
10367,Sore Ike! Anpanman: Ringo Boy to Minna no Negai,"Comedy, Fantasy, Kids",1,6.44,73,1,0,0,0,0,0
10368,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,"Comedy, Fantasy, Kids",1,6.24,97,1,0,0,0,0,0
10369,Sore Ike! Anpanman: Shabondama no Purun,"Comedy, Fantasy, Kids",1,5.41,73,1,0,0,0,0,0
10370,Sore Ike! Anpanman: Sing! Dance! Everybody&#039;s Christmas,"Comedy, Fantasy, Kids, Super Power",1,5.06,81,0,0,0,0,1,0
10371,Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu,"Comedy, Fantasy, Kids",1,5.93,115,1,0,0,0,0,0
10372,Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,"Comedy, Fantasy, Kids",1,5.14,107,1,0,0,0,0,0
10373,Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,"Adventure, Kids",1,4.74,81,1,0,0,0,0,0
10374,Sore Ike! Anpanman: Tenohira wo Taiyou ni,"Comedy, Fantasy, Kids",1,4.94,77,1,0,0,0,0,0
10375,Sore Ike! Anpanman: Tobase! Kibou no Handkerchief,"Comedy, Fantasy, Kids",1,5.43,87,1,0,0,0,0,0
10376,Sore Ike! Anpanman: Tobe! Tobe! Chibigon,"Comedy, Fantasy, Kids",1,5.54,113,1,0,0,0,0,0
10377,Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,"Comedy, Fantasy, Kids",1,5.0,73,1,0,0,0,0,0
10378,Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,"Comedy, Fantasy, Kids",1,6.73,130,1,0,0,0,0,0
10379,Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,"Comedy, Fantasy, Kids",1,5.39,107,1,0,0,0,0,0
10380,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,"Comedy, Fantasy, Kids",1,5.2,73,1,0,0,0,0,0
10381,Sore Ike! Anpanman: Yomigaere Bananajima,"Adventure, Comedy, Fantasy, Kids, Super Power",1,5.59,104,1,0,0,0,0,0
10382,Sore Ike! Anpanman: Yousei Rinrin no Himitsu,"Comedy, Fantasy, Kids",1,5.88,74,1,0,0,0,0,0
10383,Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,"Comedy, Fantasy, Kids",1,6.05,87,1,0,0,0,0,0
10384,Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki,"Comedy, Fantasy, Kids",1,5.38,75,1,0,0,0,0,0
10385,Sore Ike! Anpanman: Yuuki to Honoo to Christmas,"Comedy, Fantasy, Kids",1,5.38,63,0,0,0,0,1,0
10386,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,"Comedy, Fantasy, Kids",1,6.43,117,1,0,0,0,0,0
10387,Sore Ike! Sabuibo Mask,"Comedy, Slice of Life",8,3.0,101,0,0,0,0,0,1
10388,Sore Ike! Zukkoke Sannin-gumi,"Comedy, Kids, School",26,7.0,86,0,0,0,0,0,1
10389,SOS Kochira Chikyuu,"Drama, Kids",1,6.25,41,1,0,0,0,0,0
10390,Sougen no Shoujo Laura,"Adventure, Shoujo",26,6.49,214,0,0,0,0,0,1
10391,Souiu Megane,Dementia,1,3.5,65,1,0,0,0,0,0
10392,Soukou Kyojin Z-Knight,Mecha,1,5.13,110,0,0,0,1,0,0
10393,Soumubu Sououka Yamaguchi Roppeita: Saibanin Project Hajimemasu!,Slice of Life,1,4.93,52,0,0,0,1,0,0
10394,Souta no Chikai: Sabetsu ni Makenai Chikara,"Drama, Historical, Kids",1,6.6,46,0,0,0,1,0,0
10395,Souya Monogatari,"Adventure, Drama, Historical",21,6.71,98,0,0,0,0,0,1
10396,Sowa Sowa Calendar,"Kids, Music",1,5.78,40,0,1,0,0,0,0
10397,Space Oz no Bouken,"Adventure, Sci-Fi",26,6.25,151,0,0,0,0,0,1
10398,Spheres,"Action, Fantasy, Super Power",26,7.33,171,0,0,0,0,0,1
10399,Spo-chan Taiketsu: Youkai Daikessen,Kids,1,5.92,109,1,0,0,0,0,0
10400,Spoon-hime no Swing Kitchen,"Adventure, Kids",Unknown,9.6,47,0,0,0,0,0,1
10401,Spring Stranger,Music,1,4.14,71,0,1,0,0,0,0
10402,Spy Gekimetsu,"Historical, Military",1,6.63,68,1,0,0,0,0,0
10403,Spy Penguin,Kids,5,6.0,81,0,0,0,1,0,0
10404,Star Dust,"Sci-Fi, Space",1,5.26,96,0,0,0,1,0,0
10405,Starlight Scramble Renai Kouhosei,"Action, Romance, Sci-Fi",2,5.94,141,0,0,0,1,0,0
10406,Steady x Study,Romance,1,4.7,310,0,0,0,1,0,0
10407,Stitch! Perfect Memory,"Adventure, Comedy, Kids, Sci-Fi",1,5.68,102,0,0,0,0,1,0
10408,Stone,Dementia,1,4.13,108,1,0,0,0,0,0
10409,Storywriter,Music,1,5.14,68,0,1,0,0,0,0
10410,Straw Byururu,"Adventure, Fantasy, Kids, Magic",2,5.0,83,0,0,0,0,1,0
10411,Straw-saurus Neo,"Adventure, Fantasy, Kids, Sci-Fi",1,6.4,40,0,0,0,0,1,0
10412,Stray Sheep: Poe no Chicchana Daibouken,"Comedy, Kids",12,5.61,113,0,0,0,0,0,1
